trajectory_id,64_95_class,wait,k_sequence,pre3_sequence,local4_sequence,first_pre111_event,last_pre111_event,maintains_pre111_to_pass,break_event_if_any,break_type_if_any,pass_face
391,A_start,7,"1,1,2,6,1,1,1,1","1 | 1,1 | 1,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,1,2,3+ | 1,1,2,3+;1,2,3+,1 | 1,1,2,3+;1,2,3+,1;2,3+,1,1 | 1,1,2,3+;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",6,7,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
411,A_start,12,"1,2,1,1,1,3,1,2,6,1,1,1,1","1 | 1,2 | 1,2,1 | 2,1,1 | 1,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,2,1,1 | 1,2,1,1;2,1,1,1 | 1,1,1,3+;1,2,1,1;2,1,1,1 | 1,1,1,3+;1,1,3+,1;1,2,1,1;2,1,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,2;2,1,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,2;3+,1,2,3+ | 1,1,3+,1;1,2,3+,1;1,3+,1,2;3+,1,2,3+ | 1,2,3+,1;1,3+,1,2;2,3+,1,1;3+,1,2,3+ | 1,2,3+,1;2,3+,1,1;3+,1,1,1;3+,1,2,3+ | 1,1,1,1;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",4,12,0,5,"1,1,3+","START_IN_LAYER | k=1 | pre3=1,1,1"
415,A_start,12,"1,1,1,1,2,1,2,2,5,3,1,1,1","1 | 1,1 | 1,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,2 | 1,2,2 | 2,2,3+ | 2,3+,3+ | 3+,3+,1 | 3+,1,1 | 1,1,1","1,1,1,1 | 1,1,1,1;1,1,1,2 | 1,1,1,1;1,1,1,2;1,1,2,1 | 1,1,1,1;1,1,1,2;1,1,2,1;1,2,1,2 | 1,1,1,2;1,1,2,1;1,2,1,2;2,1,2,2 | 1,1,2,1;1,2,1,2;1,2,2,3+;2,1,2,2 | 1,2,1,2;1,2,2,3+;2,1,2,2;2,2,3+,3+ | 1,2,2,3+;2,1,2,2;2,2,3+,3+;2,3+,3+,1 | 1,2,2,3+;2,2,3+,3+;2,3+,3+,1;3+,3+,1,1 | 2,2,3+,3+;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",2,12,0,4,"1,1,2","START_IN_LAYER | k=1 | pre3=1,1,1"
417,A_start,13,"2,2,1,2,2,1,1,2,2,3,1,1,1,1","2 | 2,2 | 2,2,1 | 2,1,2 | 1,2,2 | 2,2,1 | 2,1,1 | 1,1,2 | 1,2,2 | 2,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","2,2,1,2 | 2,1,2,2;2,2,1,2 | 1,2,2,1;2,1,2,2;2,2,1,2 | 1,2,2,1;2,1,2,2;2,2,1,1;2,2,1,2 | 1,2,2,1;2,1,1,2;2,1,2,2;2,2,1,1 | 1,1,2,2;1,2,2,1;2,1,1,2;2,2,1,1 | 1,1,2,2;1,2,2,3+;2,1,1,2;2,2,1,1 | 1,1,2,2;1,2,2,3+;2,1,1,2;2,2,3+,1 | 1,1,2,2;1,2,2,3+;2,2,3+,1;2,3+,1,1 | 1,2,2,3+;2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;1,3+,1,2",12,13,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
428,Other_start,1,"2,1","2 | 2,1","2,1,2,2 | 1,2,2,1;2,1,2,2",,,0,,,"START_IN_LAYER | k=1 | pre3=2,1"
429,Other_start,0,3,3+,"3+,2,2,1",,,0,,,START_IN_LAYER | k=3 | pre3=3+
430,A_start,2,"1,1,1","1 | 1,1 | 1,1,1","1,1,1,3+ | 1,1,1,3+;1,1,3+,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,2",2,2,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
432,A_start,6,"4,1,2,1,1,1,1","3+ | 3+,1 | 3+,1,2 | 1,2,1 | 2,1,1 | 1,1,1 | 1,1,1","3+,1,2,1 | 1,2,1,1;3+,1,2,1 | 1,2,1,1;2,1,1,1;3+,1,2,1 | 1,1,1,1;1,2,1,1;2,1,1,1;3+,1,2,1 | 1,1,1,1;1,1,1,2;1,2,1,1;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",5,6,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
436,A_start,6,"2,3,2,1,1,1,1","2 | 2,3+ | 2,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","2,3+,2,1 | 2,3+,2,1;3+,2,1,1 | 2,1,1,1;2,3+,2,1;3+,2,1,1 | 1,1,1,1;2,1,1,1;2,3+,2,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",5,6,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
437,A_start,5,"5,2,1,1,1,1","3+ | 3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","3+,2,1,1 | 2,1,1,1;3+,2,1,1 | 1,1,1,1;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",4,5,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
440,A_start,6,"3,1,1,3,1,1,1","3+ | 3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","3+,1,1,3+ | 1,1,3+,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,1;3+,1,1,3+ | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",6,6,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
442,A_start,6,"1,3,1,3,1,1,1","1 | 1,3+ | 1,3+,1 | 3+,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","1,3+,1,3+ | 1,3+,1,3+;3+,1,3+,1 | 1,3+,1,1;1,3+,1,3+;3+,1,3+,1 | 1,3+,1,1;1,3+,1,3+;3+,1,1,1;3+,1,3+,1 | 1,1,1,2;1,3+,1,1;3+,1,1,1;3+,1,3+,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",6,6,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
457,A_start,10,"2,1,1,4,2,3,2,1,1,1,1","2 | 2,1 | 2,1,1 | 1,1,3+ | 1,3+,2 | 3+,2,3+ | 2,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","2,1,1,3+ | 1,1,3+,2;2,1,1,3+ | 1,1,3+,2;1,3+,2,3+;2,1,1,3+ | 1,1,3+,2;1,3+,2,3+;2,1,1,3+;3+,2,3+,2 | 1,1,3+,2;1,3+,2,3+;2,3+,2,1;3+,2,3+,2 | 1,3+,2,3+;2,3+,2,1;3+,2,1,1;3+,2,3+,2 | 2,1,1,1;2,3+,2,1;3+,2,1,1;3+,2,3+,2 | 1,1,1,1;2,1,1,1;2,3+,2,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",9,10,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
459,A_start,10,"1,2,4,2,2,1,1,3,1,1,1","1 | 1,2 | 1,2,3+ | 2,3+,2 | 3+,2,2 | 2,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","1,2,3+,2 | 1,2,3+,2;2,3+,2,2 | 1,2,3+,2;2,3+,2,2;3+,2,2,1 | 1,2,3+,2;2,2,1,1;2,3+,2,2;3+,2,2,1 | 2,1,1,3+;2,2,1,1;2,3+,2,2;3+,2,2,1 | 1,1,3+,1;2,1,1,3+;2,2,1,1;3+,2,2,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;2,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,1 | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",10,10,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
462,A_start,11,"1,1,1,2,1,1,2,6,1,1,1,1","1 | 1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,1 | 1,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,1,1,2 | 1,1,1,2;1,1,2,1 | 1,1,1,2;1,1,2,1;1,2,1,1 | 1,1,1,2;1,1,2,1;1,2,1,1;2,1,1,2 | 1,1,2,1;1,1,2,3+;1,2,1,1;2,1,1,2 | 1,1,2,3+;1,2,1,1;1,2,3+,1;2,1,1,2 | 1,1,2,3+;1,2,3+,1;2,1,1,2;2,3+,1,1 | 1,1,2,3+;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",2,11,0,3,"1,1,2","START_IN_LAYER | k=1 | pre3=1,1,1"
463,A_start,10,"1,1,1,3,1,2,6,1,1,1,1","1 | 1,1 | 1,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,1,1,3+ | 1,1,1,3+;1,1,3+,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,2 | 1,1,1,3+;1,1,3+,1;1,3+,1,2;3+,1,2,3+ | 1,1,3+,1;1,2,3+,1;1,3+,1,2;3+,1,2,3+ | 1,2,3+,1;1,3+,1,2;2,3+,1,1;3+,1,2,3+ | 1,2,3+,1;2,3+,1,1;3+,1,1,1;3+,1,2,3+ | 1,1,1,1;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",2,10,0,3,"1,1,3+","START_IN_LAYER | k=1 | pre3=1,1,1"
470,A_start,12,"1,1,2,2,1,1,2,2,3,1,1,1,1","1 | 1,1 | 1,1,2 | 1,2,2 | 2,2,1 | 2,1,1 | 1,1,2 | 1,2,2 | 2,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,1,2,2 | 1,1,2,2;1,2,2,1 | 1,1,2,2;1,2,2,1;2,2,1,1 | 1,1,2,2;1,2,2,1;2,1,1,2;2,2,1,1 | 1,1,2,2;1,2,2,1;2,1,1,2;2,2,1,1 | 1,1,2,2;1,2,2,3+;2,1,1,2;2,2,1,1 | 1,1,2,2;1,2,2,3+;2,1,1,2;2,2,3+,1 | 1,1,2,2;1,2,2,3+;2,2,3+,1;2,3+,1,1 | 1,2,2,3+;2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;1,3+,1,2",11,12,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
471,A_start,11,"1,1,4,1,1,2,2,3,1,1,1,1","1 | 1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,2 | 1,2,2 | 2,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,1,3+,1 | 1,1,3+,1;1,3+,1,1 | 1,1,3+,1;1,3+,1,1;3+,1,1,2 | 1,1,2,2;1,1,3+,1;1,3+,1,1;3+,1,1,2 | 1,1,2,2;1,2,2,3+;1,3+,1,1;3+,1,1,2 | 1,1,2,2;1,2,2,3+;2,2,3+,1;3+,1,1,2 | 1,1,2,2;1,2,2,3+;2,2,3+,1;2,3+,1,1 | 1,2,2,3+;2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;1,3+,1,2",10,11,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
487,A_start,15,"1,1,2,1,1,3,1,1,3,1,2,6,1,1,1,1","1 | 1,1 | 1,1,2 | 1,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,1,2,1 | 1,1,2,1;1,2,1,1 | 1,1,2,1;1,2,1,1;2,1,1,3+ | 1,1,2,1;1,1,3+,1;1,2,1,1;2,1,1,3+ | 1,1,3+,1;1,2,1,1;1,3+,1,1;2,1,1,3+ | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;1,3+,1,2;3+,1,1,3+ | 1,1,3+,1;1,3+,1,2;3+,1,1,3+;3+,1,2,3+ | 1,1,3+,1;1,2,3+,1;1,3+,1,2;3+,1,2,3+ | 1,2,3+,1;1,3+,1,2;2,3+,1,1;3+,1,2,3+ | 1,2,3+,1;2,3+,1,1;3+,1,1,1;3+,1,2,3+ | 1,1,1,1;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",14,15,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
543,A_start,13,"1,1,1,1,2,2,3,4,3,2,1,1,1,1","1 | 1,1 | 1,1,1 | 1,1,1 | 1,1,2 | 1,2,2 | 2,2,3+ | 2,3+,3+ | 3+,3+,3+ | 3+,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","1,1,1,1 | 1,1,1,1;1,1,1,2 | 1,1,1,1;1,1,1,2;1,1,2,2 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,3+ | 1,1,1,2;1,1,2,2;1,2,2,3+;2,2,3+,3+ | 1,1,2,2;1,2,2,3+;2,2,3+,3+;2,3+,3+,3+ | 1,2,2,3+;2,2,3+,3+;2,3+,3+,3+;3+,3+,3+,2 | 2,2,3+,3+;2,3+,3+,3+;3+,3+,2,1;3+,3+,3+,2 | 2,3+,3+,3+;3+,2,1,1;3+,3+,2,1;3+,3+,3+,2 | 2,1,1,1;3+,2,1,1;3+,3+,2,1;3+,3+,3+,2 | 1,1,1,1;2,1,1,1;3+,2,1,1;3+,3+,2,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",2,13,0,4,"1,1,2","START_IN_LAYER | k=1 | pre3=1,1,1"
553,A_start,13,"2,1,1,1,1,2,1,2,2,5,3,1,1,1","2 | 2,1 | 2,1,1 | 1,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,2 | 1,2,2 | 2,2,3+ | 2,3+,3+ | 3+,3+,1 | 3+,1,1 | 1,1,1","2,1,1,1 | 1,1,1,1;2,1,1,1 | 1,1,1,1;1,1,1,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;1,2,1,2 | 1,1,1,2;1,1,2,1;1,2,1,2;2,1,2,2 | 1,1,2,1;1,2,1,2;1,2,2,3+;2,1,2,2 | 1,2,1,2;1,2,2,3+;2,1,2,2;2,2,3+,3+ | 1,2,2,3+;2,1,2,2;2,2,3+,3+;2,3+,3+,1 | 1,2,2,3+;2,2,3+,3+;2,3+,3+,1;3+,3+,1,1 | 2,2,3+,3+;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",3,13,0,5,"1,1,2","START_IN_LAYER | k=1 | pre3=1,1,1"
568,Other_start,2,"3,1,1","3+ | 3+,1 | 3+,1,1","3+,1,1,2 | 1,1,2,2;3+,1,1,2 | 1,1,2,2;1,2,2,1;3+,1,1,2",,,0,,,"START_IN_LAYER | k=1 | pre3=3+,1,1"
570,Other_start,2,"1,3,1","1 | 1,3+ | 1,3+,1","1,3+,1,2 | 1,3+,1,2;3+,1,2,2 | 1,2,2,1;1,3+,1,2;3+,1,2,2",,,0,,,"START_IN_LAYER | k=1 | pre3=1,3+,1"
572,A_start,3,"2,1,1,1","2 | 2,1 | 2,1,1 | 1,1,1","2,1,1,1 | 1,1,1,3+;2,1,1,1 | 1,1,1,3+;1,1,3+,1;2,1,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,2;2,1,1,1",3,3,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
573,Other_start,2,"3,1,1","3+ | 3+,1 | 3+,1,1","3+,1,1,3+ | 1,1,3+,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,2;3+,1,1,3+",,,0,,,"START_IN_LAYER | k=1 | pre3=3+,1,1"
580,A_start,7,"2,2,3,2,1,1,1,1","2 | 2,2 | 2,2,3+ | 2,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","2,2,3+,2 | 2,2,3+,2;2,3+,2,1 | 2,2,3+,2;2,3+,2,1;3+,2,1,1 | 2,1,1,1;2,2,3+,2;2,3+,2,1;3+,2,1,1 | 1,1,1,1;2,1,1,1;2,3+,2,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",6,7,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
581,A_start,6,"4,3,2,1,1,1,1","3+ | 3+,3+ | 3+,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","3+,3+,2,1 | 3+,2,1,1;3+,3+,2,1 | 2,1,1,1;3+,2,1,1;3+,3+,2,1 | 1,1,1,1;2,1,1,1;3+,2,1,1;3+,3+,2,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",5,6,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
582,A_start,7,"1,1,5,2,1,1,1,1","1 | 1,1 | 1,1,3+ | 1,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","1,1,3+,2 | 1,1,3+,2;1,3+,2,1 | 1,1,3+,2;1,3+,2,1;3+,2,1,1 | 1,1,3+,2;1,3+,2,1;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,3+,2,1;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",6,7,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
584,A_start,7,"3,2,1,1,3,1,1,1","3+ | 3+,2 | 3+,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","3+,2,1,1 | 2,1,1,3+;3+,2,1,1 | 1,1,3+,1;2,1,1,3+;3+,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,1 | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",7,7,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
586,A_start,7,"1,4,1,1,3,1,1,1","1 | 1,3+ | 1,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","1,3+,1,1 | 1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,1;3+,1,1,3+ | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",7,7,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
587,A_start,6,"1,2,6,1,1,1,1","1 | 1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,2,3+,1 | 1,2,3+,1;2,3+,1,1 | 1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",5,6,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
588,A_start,7,"2,1,3,1,3,1,1,1","2 | 2,1 | 2,1,3+ | 1,3+,1 | 3+,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","2,1,3+,1 | 1,3+,1,3+;2,1,3+,1 | 1,3+,1,3+;2,1,3+,1;3+,1,3+,1 | 1,3+,1,1;1,3+,1,3+;2,1,3+,1;3+,1,3+,1 | 1,3+,1,1;1,3+,1,3+;3+,1,1,1;3+,1,3+,1 | 1,1,1,2;1,3+,1,1;3+,1,1,1;3+,1,3+,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",7,7,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
589,A_start,6,"3,3,1,3,1,1,1","3+ | 3+,3+ | 3+,3+,1 | 3+,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","3+,3+,1,3+ | 3+,1,3+,1;3+,3+,1,3+ | 1,3+,1,1;3+,1,3+,1;3+,3+,1,3+ | 1,3+,1,1;3+,1,1,1;3+,1,3+,1;3+,3+,1,3+ | 1,1,1,2;1,3+,1,1;3+,1,1,1;3+,1,3+,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",6,6,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
609,A_start,11,"2,2,1,1,4,2,3,2,1,1,1,1","2 | 2,2 | 2,2,1 | 2,1,1 | 1,1,3+ | 1,3+,2 | 3+,2,3+ | 2,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","2,2,1,1 | 2,1,1,3+;2,2,1,1 | 1,1,3+,2;2,1,1,3+;2,2,1,1 | 1,1,3+,2;1,3+,2,3+;2,1,1,3+;2,2,1,1 | 1,1,3+,2;1,3+,2,3+;2,1,1,3+;3+,2,3+,2 | 1,1,3+,2;1,3+,2,3+;2,3+,2,1;3+,2,3+,2 | 1,3+,2,3+;2,3+,2,1;3+,2,1,1;3+,2,3+,2 | 2,1,1,1;2,3+,2,1;3+,2,1,1;3+,2,3+,2 | 1,1,1,1;2,1,1,1;2,3+,2,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",10,11,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
617,A_start,11,"2,1,1,1,3,1,2,6,1,1,1,1","2 | 2,1 | 2,1,1 | 1,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","2,1,1,1 | 1,1,1,3+;2,1,1,1 | 1,1,1,3+;1,1,3+,1;2,1,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,2;2,1,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,2;3+,1,2,3+ | 1,1,3+,1;1,2,3+,1;1,3+,1,2;3+,1,2,3+ | 1,2,3+,1;1,3+,1,2;2,3+,1,1;3+,1,2,3+ | 1,2,3+,1;2,3+,1,1;3+,1,1,1;3+,1,2,3+ | 1,1,1,1;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",3,11,0,4,"1,1,3+","START_IN_LAYER | k=1 | pre3=1,1,1"
